Timestamp,SystemCodeNumber,Capacity,Occupancy,QueueLength,TrafficLevel,IsSpecialDay,VehicleTypeWeight,Latitude,Longitude
2016-10-04 09:32:00,BHMBCCMKT01,577,107,2,0,0,1.0,26.14453614,91.73617216
2016-10-04 09:32:00,Shopping,1920,1121,3,0,0,0.5,26.15050395,91.73353109
2016-10-04 09:32:00,Others-CCCPS135a,3883,2502,3,0,0,0.7,26.14749943,91.72800489
2016-10-04 09:32:00,BHMMBMMBX01,687,414,2,0,0,1.5,20.0000347,78.00000286
2016-10-04 09:32:00,BHMNCPHST01,1200,552,2,0,0,0.7,26.14001386,91.73099967
2016-10-04 09:32:00,BHMNCPNST01,485,302,3,0,0,1.5,26.14004753,91.73097233
2016-10-04 09:59:00,BHMNCPHST01,1200,638,2,0,0,1.0,26.14001386,91.73099967
2016-10-04 09:59:00,Shopping,1920,1254,3,0,0,1.5,26.15050395,91.73353109
2016-10-04 09:59:00,Others-CCCPS8,1322,657,3,0,0,1.5,26.14754886,91.72799519
2016-10-04 09:59:00,BHMEURBRD01,470,397,2,0,0,0.7,26.14901995,91.7395035
2016-10-04 09:59:00,Others-CCCPS98,3103,1052,3,0,0,0.5,26.14749998,91.72797778
2016-10-04 09:59:00,Others-CCCPS119a,2803,476,3,0,0,1.0,26.14754061,91.72797041
2016-10-04 09:59:00,BHMBCCTHL01,387,236,2,0,0,1.0,26.14449459,91.73620513
2016-10-04 09:59:00,Others-CCCPS105a,2009,1142,3,0,0,1.0,26.14747299,91.72804914
2016-10-04 09:59:00,Others-CCCPS202,2937,1163,3,0,0,1.0,26.14749053,91.72799688
2016-10-04 09:59:00,Broad Street,690,600,2,0,0,1.0,26.13795775,91.74099445
2016-10-04 09:59:00,BHMNCPNST01,485,327,3,1,0,1.0,26.14004753,91.73097233
2016-10-04 09:59:00,BHMBCCMKT01,577,150,2,0,0,0.7,26.14453614,91.73617216
2016-10-04 09:59:00,Others-CCCPS135a,3883,2802,3,0,0,1.5,26.14749943,91.72800489
2016-10-04 09:59:00,BHMMBMMBX01,687,485,3,0,0,1.0,20.0000347,78.00000286
2016-10-04 10:26:00,Others-CCCPS8,1322,715,3,0,0,1.0,26.14754886,91.72799519
2016-10-04 10:26:00,BHMEURBRD01,470,430,3,0,0,1.0,26.14901995,91.7395035
2016-10-04 10:26:00,Others-CCCPS98,3103,1142,4,0,0,1.0,26.14749998,91.72797778
2016-10-04 10:26:00,Broad Street,690,642,4,0,0,1.0,26.13795775,91.74099445
2016-10-04 10:26:00,BHMBCCMKT01,577,177,3,0,0,1.0,26.14453614,91.73617216
2016-10-04 10:26:00,Others-CCCPS105a,2009,1245,4,0,0,1.5,26.14747299,91.72804914
2016-10-04 10:26:00,Others-CCCPS119a,2803,525,4,0,0,0.5,26.14754061,91.72797041
2016-10-04 10:26:00,BHMNCPHST01,1200,686,4,1,0,1.0,26.14001386,91.73099967
2016-10-04 10:26:00,Others-CCCPS202,2937,1257,3,0,0,1.0,26.14749053,91.72799688
2016-10-04 10:26:00,Others-CCCPS135a,3883,3035,5,0,0,1.0,26.14749943,91.72800489
2016-10-04 10:26:00,Shopping,1920,1324,4,0,0,1.0,26.15050395,91.73353109
2016-10-04 10:26:00,BHMMBMMBX01,687,530,5,1,0,1.0,20.0000347,78.00000286
2016-10-04 10:26:00,BHMNCPNST01,485,351,3,0,0,1.0,26.14004753,91.73097233
2016-10-04 10:26:00,BHMBCCTHL01,387,264,3,0,0,1.0,26.14449459,91.73620513
2016-10-04 10:59:00,Shopping,1920,1387,5,1,0,1.0,26.15050395,91.73353109
2016-10-04 10:59:00,BHMNCPHST01,1200,729,4,1,0,1.0,26.14001386,91.73099967
2016-10-04 10:59:00,Others-CCCPS202,2937,1354,7,2,0,0.7,26.14749053,91.72799688
2016-10-04 10:59:00,Others-CCCPS98,3103,1210,5,1,0,1.0,26.14749998,91.72797778
2016-10-04 10:59:00,Others-CCCPS135a,3883,3169,6,1,0,1.0,26.14749943,91.72800489
2016-10-04 10:59:00,BHMMBMMBX01,687,573,4,1,0,1.0,20.0000347,78.00000286
2016-10-04 10:59:00,Broad Street,690,675,4,1,0,0.7,26.13795775,91.74099445
2016-10-04 10:59:00,BHMNCPNST01,485,371,6,2,0,1.0,26.14004753,91.73097233
2016-10-04 10:59:00,Others-CCCPS8,1322,791,4,1,0,1.0,26.14754886,91.72799519
2016-10-04 10:59:00,BHMBCCMKT01,577,219,6,2,0,1.5,26.14453614,91.73617216
2016-10-04 10:59:00,BHMBCCTHL01,387,308,4,1,0,1.0,26.14449459,91.73620513
2016-10-04 10:59:00,Others-CCCPS119a,2803,574,4,1,0,1.5,26.14754061,91.72797041
2016-10-04 10:59:00,BHMEURBRD01,470,458,6,2,0,0.5,26.14901995,91.7395035
2016-10-04 10:59:00,Others-CCCPS105a,2009,1364,5,1,0,0.7,26.14747299,91.72804914
2016-10-04 11:25:00,Shopping,1920,1428,6,1,0,1.5,26.15050395,91.73353109
2016-10-04 11:25:00,BHMNCPHST01,1200,765,5,1,0,1.0,26.14001386,91.73099967
2016-10-04 11:25:00,BHMBCCMKT01,577,247,5,1,0,1.0,26.14453614,91.73617216
2016-10-04 11:25:00,Others-CCCPS8,1322,820,5,1,0,1.5,26.14754886,91.72799519
2016-10-04 11:25:00,Others-CCCPS202,2937,1369,6,1,0,0.7,26.14749053,91.72799688
2016-10-04 11:25:00,Others-CCCPS105a,2009,1424,6,1,0,0.7,26.14747299,91.72804914
2016-10-04 11:25:00,BHMEURBRD01,470,464,5,1,0,1.0,26.14901995,91.7395035
2016-10-04 11:25:00,Others-CCCPS98,3103,1241,9,2,0,1.5,26.14749998,91.72797778
2016-10-04 11:25:00,Others-CCCPS135a,3883,3221,7,1,0,1.5,26.14749943,91.72800489
2016-10-04 11:25:00,BHMMBMMBX01,687,604,5,1,0,0.7,20.0000347,78.00000286
2016-10-04 11:25:00,Others-CCCPS119a,2803,588,5,1,0,1.5,26.14754061,91.72797041
2016-10-04 11:25:00,BHMBCCTHL01,387,324,5,1,0,0.7,26.14449459,91.73620513
2016-10-04 11:25:00,BHMNCPNST01,485,373,7,2,0,1.5,26.14004753,91.73097233
2016-10-04 11:25:00,Broad Street,690,672,6,1,0,1.0,26.13795775,91.74099445
2016-10-04 11:59:00,Others-CCCPS98,3103,1288,6,1,0,0.7,26.14749998,91.72797778
2016-10-04 11:59:00,Others-CCCPS135a,3883,3248,7,1,0,0.7,26.14749943,91.72800489
2016-10-04 11:59:00,BHMBCCMKT01,577,259,5,1,0,0.5,26.14453614,91.73617216
2016-10-04 11:59:00,Others-CCCPS202,2937,1390,6,1,0,1.0,26.14749053,91.72799688
2016-10-04 11:59:00,Others-CCCPS119a,2803,605,5,1,0,1.0,26.14754061,91.72797041
2016-10-04 11:59:00,BHMBCCTHL01,387,332,5,1,0,1.0,26.14449459,91.73620513
2016-10-04 11:59:00,Others-CCCPS105a,2009,1470,6,1,0,0.7,26.14747299,91.72804914
2016-10-04 11:59:00,Others-CCCPS8,1322,836,8,2,0,1.0,26.14754886,91.72799519
2016-10-04 11:59:00,Broad Street,690,677,7,2,0,1.0,26.13795775,91.74099445
2016-10-04 11:59:00,Shopping,1920,1447,6,1,0,1.0,26.15050395,91.73353109
2016-10-04 11:59:00,BHMNCPNST01,485,381,7,2,0,1.0,26.14004753,91.73097233
2016-10-04 11:59:00,BHMNCPHST01,1200,771,6,1,0,1.0,26.14001386,91.73099967
2016-10-04 11:59:00,BHMMBMMBX01,687,634,5,1,0,0.7,20.0000347,78.00000286
2016-10-04 11:59:00,BHMEURBRD01,470,460,5,1,0,0.7,26.14901995,91.7395035
2016-10-04 12:29:00,Shopping,1920,1460,10,2,0,0.5,26.15050395,91.73353109
2016-10-04 12:29:00,Others-CCCPS135a,3883,3251,11,2,0,1.0,26.14749943,91.72800489
2016-10-04 12:29:00,BHMBCCMKT01,577,266,8,2,0,0.7,26.14453614,91.73617216
2016-10-04 12:29:00,Others-CCCPS202,2937,1397,10,2,0,1.0,26.14749053,91.72799688
2016-10-04 12:29:00,BHMNCPHST01,1200,779,9,2,0,0.5,26.14001386,91.73099967
2016-10-04 12:29:00,Others-CCCPS105a,2009,1484,10,2,0,1.0,26.14747299,91.72804914
2016-10-04 12:29:00,BHMEURBRD01,470,464,8,2,0,1.0,26.14901995,91.7395035
2016-10-04 12:29:00,Others-CCCPS119a,2803,604,9,2,0,1.0,26.14754061,91.72797041
2016-10-04 12:29:00,Broad Street,690,683,9,2,0,1.0,26.13795775,91.74099445
2016-10-04 12:29:00,BHMBCCTHL01,387,334,8,2,0,1.0,26.14449459,91.73620513
2016-10-04 12:29:00,BHMMBMMBX01,687,648,9,2,0,0.7,20.0000347,78.00000286
2016-10-04 12:29:00,Others-CCCPS98,3103,1297,10,2,0,1.5,26.14749998,91.72797778
2016-10-04 12:29:00,Others-CCCPS8,1322,836,9,2,0,1.0,26.14754886,91.72799519
2016-10-04 12:29:00,BHMNCPNST01,485,379,6,1,0,1.0,26.14004753,91.73097233
2016-10-04 12:56:00,BHMNCPNST01,485,374,8,2,0,0.7,26.14004753,91.73097233
2016-10-04 13:02:00,Shopping,1920,1448,9,2,0,1.0,26.15050395,91.73353109
2016-10-04 13:02:00,Others-CCCPS8,1322,810,8,2,0,1.0,26.14754886,91.72799519
2016-10-04 13:02:00,Others-CCCPS135a,3883,3232,10,2,0,1.0,26.14749943,91.72800489
2016-10-04 13:02:00,BHMBCCMKT01,577,269,7,2,0,1.0,26.14453614,91.73617216
2016-10-04 13:02:00,Others-CCCPS98,3103,1288,9,2,0,0.7,26.14749998,91.72797778
2016-10-04 13:02:00,Broad Street,690,660,8,2,0,0.7,26.13795775,91.74099445
2016-10-04 13:02:00,BHMBCCTHL01,387,333,7,2,0,1.0,26.14449459,91.73620513
2016-10-04 13:02:00,Others-CCCPS105a,2009,1461,8,2,0,0.7,26.14747299,91.72804914
2016-10-04 13:02:00,BHMEURBRD01,470,458,8,2,0,1.0,26.14901995,91.7395035
2016-10-04 13:02:00,BHMMBMMBX01,687,651,6,1,0,1.5,20.0000347,78.00000286
2016-10-04 13:02:00,Others-CCCPS202,2937,1367,9,2,0,1.0,26.14749053,91.72799688
2016-10-04 13:02:00,BHMNCPHST01,1200,773,7,2,0,1.5,26.14001386,91.73099967
2016-10-04 13:02:00,Others-CCCPS119a,2803,596,8,2,0,1.0,26.14754061,91.72797041
2016-10-04 13:29:00,BHMMBMMBX01,687,648,8,2,0,1.0,20.0000347,78.00000286
2016-10-04 13:29:00,BHMNCPNST01,485,375,7,2,0,0.7,26.14004753,91.73097233
2016-10-04 13:29:00,BHMBCCMKT01,577,263,7,2,0,1.0,26.14453614,91.73617216
2016-10-04 13:29:00,BHMNCPHST01,1200,758,6,1,0,1.0,26.14001386,91.73099967
2016-10-04 13:29:00,Others-CCCPS119a,2803,581,7,2,0,1.0,26.14754061,91.72797041
2016-10-04 13:29:00,BHMBCCTHL01,387,331,7,2,0,1.0,26.14449459,91.73620513
2016-10-04 13:29:00,Shopping,1920,1432,9,2,0,0.5,26.15050395,91.73353109
2016-10-04 13:29:00,BHMEURBRD01,470,450,8,2,0,1.0,26.14901995,91.7395035
2016-10-04 13:29:00,Others-CCCPS135a,3883,3184,10,2,0,0.7,26.14749943,91.72800489
2016-10-04 13:29:00,Others-CCCPS8,1322,811,8,2,0,1.5,26.14754886,91.72799519
2016-10-04 13:29:00,Others-CCCPS105a,2009,1459,8,2,0,1.0,26.14747299,91.72804914
2016-10-04 13:29:00,Broad Street,690,648,8,2,0,0.5,26.13795775,91.74099445
2016-10-04 13:29:00,Others-CCCPS202,2937,1360,9,2,0,1.0,26.14749053,91.72799688
2016-10-04 13:29:00,Others-CCCPS98,3103,1273,8,2,0,0.5,26.14749998,91.72797778
2016-10-04 14:02:00,Others-CCCPS119a,2803,576,4,1,0,1.0,26.14754061,91.72797041
2016-10-04 14:02:00,Others-CCCPS8,1322,815,4,1,0,1.5,26.14754886,91.72799519
2016-10-04 14:02:00,BHMNCPHST01,1200,757,5,1,0,1.0,26.14001386,91.73099967
2016-10-04 14:02:00,Others-CCCPS202,2937,1352,5,1,0,1.0,26.14749053,91.72799688
2016-10-04 14:02:00,BHMNCPNST01,485,381,5,1,0,1.0,26.14004753,91.73097233
2016-10-04 14:02:00,Others-CCCPS98,3103,1262,5,1,0,1.0,26.14749998,91.72797778
2016-10-04 14:02:00,Others-CCCPS135a,3883,3145,5,1,0,1.5,26.14749943,91.72800489
2016-10-04 14:02:00,BHMBCCMKT01,577,238,5,2,0,1.0,26.14453614,91.73617216
2016-10-04 14:02:00,Broad Street,690,639,6,2,0,1.0,26.13795775,91.74099445
2016-10-04 14:02:00,Shopping,1920,1430,5,1,0,1.0,26.15050395,91.73353109
2016-10-04 14:02:00,Others-CCCPS105a,2009,1452,5,1,0,1.0,26.14747299,91.72804914
2016-10-04 14:02:00,BHMBCCTHL01,387,332,4,1,0,1.0,26.14449459,91.73620513
2016-10-04 14:02:00,BHMMBMMBX01,687,637,6,2,0,1.0,20.0000347,78.00000286
2016-10-04 14:02:00,BHMEURBRD01,470,446,4,1,0,1.0,26.14901995,91.7395035
2016-10-04 14:29:00,BHMMBMMBX01,687,627,4,1,0,1.5,20.0000347,78.00000286
2016-10-04 14:29:00,Others-CCCPS135a,3883,3113,5,1,0,0.7,26.14749943,91.72800489
2016-10-04 14:29:00,Others-CCCPS202,2937,1318,5,1,0,1.0,26.14749053,91.72799688
2016-10-04 14:29:00,Shopping,1920,1429,4,1,0,1.0,26.15050395,91.73353109
2016-10-04 14:29:00,BHMBCCTHL01,387,322,3,1,0,1.0,26.14449459,91.73620513
2016-10-04 14:29:00,BHMBCCMKT01,577,215,3,1,0,1.5,26.14453614,91.73617216
2016-10-04 14:29:00,Others-CCCPS119a,2803,560,4,1,0,1.0,26.14754061,91.72797041
2016-10-04 14:29:00,BHMEURBRD01,470,433,4,1,0,0.7,26.14901995,91.7395035
2016-10-04 14:29:00,Others-CCCPS105a,2009,1420,7,2,0,0.7,26.14747299,91.72804914
2016-10-04 14:29:00,Broad Street,690,621,4,1,0,1.0,26.13795775,91.74099445
2016-10-04 14:29:00,Others-CCCPS98,3103,1238,5,1,0,1.0,26.14749998,91.72797778
2016-10-04 14:29:00,Others-CCCPS8,1322,793,4,1,0,0.7,26.14754886,91.72799519
2016-10-04 14:29:00,BHMNCPNST01,485,373,4,1,0,1.0,26.14004753,91.73097233
2016-10-04 14:29:00,BHMNCPHST01,1200,760,4,1,0,1.0,26.14001386,91.73099967
2016-10-04 14:57:00,BHMBCCTHL01,387,307,4,1,0,1.5,26.14449459,91.73620513
2016-10-04 14:57:00,BHMMBMMBX01,687,593,4,1,0,0.5,20.0000347,78.00000286
2016-10-04 14:57:00,Others-CCCPS135a,3883,3011,6,1,0,1.0,26.14749943,91.72800489
2016-10-04 14:57:00,BHMNCPNST01,485,354,4,1,0,0.7,26.14004753,91.73097233
2016-10-04 14:57:00,Shopping,1920,1381,5,1,0,1.0,26.15050395,91.73353109
2016-10-04 14:57:00,Others-CCCPS119a,2803,529,4,1,0,0.7,26.14754061,91.72797041
2016-10-04 14:57:00,BHMEURBRD01,470,426,4,1,0,1.0,26.14901995,91.7395035
2016-10-04 14:57:00,Others-CCCPS105a,2009,1346,4,1,0,1.0,26.14747299,91.72804914
2016-10-04 14:57:00,Others-CCCPS98,3103,1169,5,1,0,1.0,26.14749998,91.72797778
2016-10-04 14:57:00,Broad Street,690,606,5,1,0,1.0,26.13795775,91.74099445
2016-10-04 14:57:00,Others-CCCPS8,1322,753,4,1,0,0.5,26.14754886,91.72799519
2016-10-04 14:57:00,BHMNCPHST01,1200,727,4,1,0,1.0,26.14001386,91.73099967
2016-10-04 14:57:00,Others-CCCPS202,2937,1267,7,2,0,0.7,26.14749053,91.72799688
2016-10-04 14:57:00,BHMBCCMKT01,577,192,3,1,0,0.7,26.14453614,91.73617216
2016-10-04 15:30:00,Broad Street,690,581,2,0,0,1.0,26.13795775,91.74099445
2016-10-04 15:30:00,BHMBCCTHL01,387,294,2,0,0,1.0,26.14449459,91.73620513
2016-10-04 15:30:00,Shopping,1920,1300,3,0,0,1.0,26.15050395,91.73353109
2016-10-04 15:30:00,Others-CCCPS105a,2009,1288,3,0,0,0.7,26.14747299,91.72804914
2016-10-04 15:30:00,Others-CCCPS98,3103,1127,3,0,0,1.0,26.14749998,91.72797778
2016-10-04 15:30:00,Others-CCCPS8,1322,716,2,0,0,1.0,26.14754886,91.72799519
2016-10-04 15:30:00,BHMEURBRD01,470,411,3,0,0,1.0,26.14901995,91.7395035
2016-10-04 15:30:00,BHMNCPNST01,485,338,3,0,0,1.0,26.14004753,91.73097233
2016-10-04 15:30:00,BHMMBMMBX01,687,572,3,1,0,1.0,20.0000347,78.00000286
2016-10-04 15:30:00,BHMBCCMKT01,577,165,2,0,0,1.0,26.14453614,91.73617216
2016-10-04 15:30:00,Others-CCCPS202,2937,1213,4,1,0,1.0,26.14749053,91.72799688
2016-10-04 15:30:00,BHMNCPHST01,1200,678,3,0,0,1.0,26.14001386,91.73099967
2016-10-04 15:30:00,Others-CCCPS119a,2803,511,2,0,0,1.0,26.14754061,91.72797041
2016-10-04 15:30:00,Others-CCCPS135a,3883,2839,4,0,0,1.0,26.14749943,91.72800489
2016-10-04 16:04:00,Broad Street,690,534,2,0,0,1.0,26.13795775,91.74099445
2016-10-04 16:04:00,BHMNCPNST01,485,317,2,0,0,1.0,26.14004753,91.73097233
2016-10-04 16:04:00,BHMBCCTHL01,387,270,1,0,0,1.0,26.14449459,91.73620513
2016-10-04 16:04:00,Others-CCCPS202,2937,1121,3,1,0,1.5,26.14749053,91.72799688
2016-10-04 16:04:00,Others-CCCPS8,1322,664,2,0,0,0.7,26.14754886,91.72799519
2016-10-04 16:04:00,BHMNCPHST01,1200,648,3,0,0,0.7,26.14001386,91.73099967
2016-10-04 16:04:00,BHMMBMMBX01,687,511,3,0,0,1.0,20.0000347,78.00000286
2016-10-04 16:04:00,Others-CCCPS119a,2803,461,3,1,0,1.0,26.14754061,91.72797041
2016-10-04 16:04:00,BHMBCCMKT01,577,162,1,0,0,0.7,26.14453614,91.73617216
2016-10-04 16:04:00,BHMEURBRD01,470,376,3,0,0,0.7,26.14901995,91.7395035
2016-10-04 16:04:00,Others-CCCPS98,3103,1019,3,0,0,1.0,26.14749998,91.72797778
2016-10-04 16:04:00,Shopping,1920,1218,3,0,0,1.0,26.15050395,91.73353109
2016-10-04 16:04:00,Others-CCCPS105a,2009,1175,3,0,0,0.5,26.14747299,91.72804914
2016-10-04 16:04:00,Others-CCCPS135a,3883,2656,2,0,0,0.7,26.14749943,91.72800489
2016-10-04 16:31:00,BHMBCCMKT01,577,143,2,1,0,1.0,26.14453614,91.73617216
2016-10-04 16:31:00,Others-CCCPS8,1322,618,2,0,0,1.5,26.14754886,91.72799519
2016-10-04 16:31:00,Others-CCCPS202,2937,1015,2,0,0,1.0,26.14749053,91.72799688
2016-10-04 16:31:00,Others-CCCPS98,3103,936,2,0,0,0.7,26.14749998,91.72797778
2016-10-04 16:31:00,Others-CCCPS105a,2009,1089,2,0,0,1.0,26.14747299,91.72804914
2016-10-04 16:31:00,Others-CCCPS135a,3883,2359,3,0,0,1.0,26.14749943,91.72800489
2016-10-04 16:31:00,Shopping,1920,1075,2,0,0,1.5,26.15050395,91.73353109
2016-10-04 16:31:00,BHMBCCTHL01,387,245,2,0,0,1.0,26.14449459,91.73620513
2016-10-04 16:31:00,Others-CCCPS119a,2803,406,2,0,0,1.5,26.14754061,91.72797041
2016-10-04 16:31:00,Broad Street,690,466,2,1,0,0.5,26.13795775,91.74099445
2016-10-04 16:31:00,BHMMBMMBX01,687,471,2,0,0,1.0,20.0000347,78.00000286
2016-10-04 16:31:00,BHMEURBRD01,470,325,2,0,0,1.0,26.14901995,91.7395035
2016-10-04 16:31:00,BHMNCPNST01,485,304,2,0,0,1.0,26.14004753,91.73097233
2016-10-04 16:31:00,BHMNCPHST01,1200,565,2,1,0,0.5,26.14001386,91.73099967
2016-10-05 07:57:00,BHMMBMMBX01,687,282,2,0,0,0.7,20.0000347,78.00000286
2016-10-05 07:57:00,Others-CCCPS8,1322,453,2,0,0,1.0,26.14754886,91.72799519
2016-10-05 07:57:00,Others-CCCPS119a,2803,246,2,0,0,0.7,26.14754061,91.72797041
2016-10-05 07:57:00,Others-CCCPS105a,2009,735,2,0,0,0.7,26.14747299,91.72804914
2016-10-05 07:57:00,Shopping,1920,602,2,0,0,1.0,26.15050395,91.73353109
2016-10-05 07:57:00,BHMBCCMKT01,577,54,1,0,0,1.0,26.14453614,91.73617216
2016-10-05 07:57:00,Others-CCCPS135a,3883,1104,3,0,0,1.0,26.14749943,91.72800489
2016-10-05 07:57:00,Others-CCCPS98,3103,650,2,0,0,0.7,26.14749998,91.72797778
2016-10-05 07:57:00,BHMBCCTHL01,387,146,2,0,0,1.0,26.14449459,91.73620513
2016-10-05 07:57:00,BHMNCPNST01,485,268,2,0,0,1.0,26.14004753,91.73097233
2016-10-05 07:57:00,BHMEURBRD01,470,127,1,0,0,1.0,26.14901995,91.7395035
2016-10-05 07:57:00,Others-CCCPS202,2937,594,2,0,0,1.0,26.14749053,91.72799688
2016-10-05 07:57:00,BHMNCPHST01,1200,229,2,1,0,1.0,26.14001386,91.73099967
2016-10-05 07:57:00,Broad Street,690,180,2,0,0,1.0,26.13795775,91.74099445
2016-10-05 08:30:00,Others-CCCPS8,1322,487,2,0,0,1.0,26.14754886,91.72799519
2016-10-05 08:30:00,BHMNCPHST01,1200,333,2,0,0,0.5,26.14001386,91.73099967
2016-10-05 08:30:00,Broad Street,690,294,2,0,0,1.0,26.13795775,91.74099445
2016-10-05 08:30:00,BHMBCCMKT01,577,59,1,1,0,1.0,26.14453614,91.73617216
2016-10-05 08:30:00,Others-CCCPS135a,3883,1599,2,0,0,1.0,26.14749943,91.72800489
2016-10-05 08:30:00,BHMBCCTHL01,387,169,2,0,0,1.0,26.14449459,91.73620513
2016-10-05 08:30:00,Shopping,1920,779,2,0,0,0.7,26.15050395,91.73353109
2016-10-05 08:30:00,Others-CCCPS105a,2009,817,2,0,0,1.0,26.14747299,91.72804914
2016-10-05 08:30:00,Others-CCCPS119a,2803,326,2,0,0,1.0,26.14754061,91.72797041
2016-10-05 08:30:00,Others-CCCPS98,3103,760,2,0,0,1.0,26.14749998,91.72797778
2016-10-05 08:30:00,BHMNCPNST01,485,273,1,0,0,1.0,26.14004753,91.73097233
2016-10-05 08:30:00,BHMEURBRD01,470,201,2,0,0,1.5,26.14901995,91.7395035
2016-10-05 08:30:00,Others-CCCPS202,2937,736,2,0,0,1.5,26.14749053,91.72799688
